OBJECTID,Shape,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
1219,"(40.71344031400008, -73.98619645799994)",DOE_DYCD424,DOE,TASC,212-374-5472,Vision Urbana,133848575, ,01M345,MS 345,220,Henry Street,Manhattan,10002,School,190,No,Yes,No,No,No,Yes,No,Full-time,190,yes,yes,yes,TASC - Vision Urbana,220 Henry Street,"Manhattan, NY 10002"
1220,"(40.700261097000066, -73.94816510599992)",DOE56,DOE,TASC,212-374-5472,The After School Corporation,134004600,646-943-8700,84K703,Beginning with Children Charter School,11,Bartlett Street,Brooklyn,11206,school,135,no,yes,no,no,yes,no,no,Full-time,135,yes,yes,yes,TASC - The After School Corporation,11 Bartlett Street,"Brooklyn, NY 11206"
1221,"(40.613690561000055, -73.93885270699991)",DOE36,DOE,TASC,212-374-5472,Bergen Basin Community Development Corp., ,718-444-0101,22K222,PS 222,3301,Quentin Road,Brooklyn,11234,school,100,no,yes,no,no,yes,no,no,Full-time,100,yes,yes,yes,TASC - Bergen Basin Comm. Development Corp.,3301 Quentin Road,"Brooklyn, NY 11234"
1222,"(40.81571571100005, -73.8853262049999)",DOE_DYCD339,DOE,TASC,212-374-5472,Urban Health Plan, ,718-860-5555,08X201,MS 201,730,Bryant Avenue,Bronx,10474,School,150,No,Yes,No,No,No,Yes,No,Full-time,150,yes,yes,yes,TASC - Urban Health Plan,730 Bryant Avenue,"Bronx, NY 10474"
1223,"(40.87144942100008, -73.9117661109999)",DOE58,DOE,TASC,212-374-5472,Washington Hts.-Inwood Coalition, ,212-740-8509,06M018,PS 18,4124,9th Avenue,Manhattan,10034,school,85,no,yes,no,no,yes,no,no,Full-time,85,yes,yes,yes,TASC - Washington Hts.-Inwood Coalition,4124 9th Avenue,"Manhattan, NY 10034"
1224,"(40.835575894000044, -73.9198152159999)",DOE_DYCD425,DOE,TASC,212-374-5472,WHEDCO,113099604,718-839-1106,09X218,IS 218,1220,Gerard Avenue,Bronx,10452,School,350,No,Yes,No,No,Yes,No,No,Full-time,350,yes,yes,yes,TASC - WHEDCO,1220 Gerard Avenue,"Bronx, NY 10452"
1225,"(40.83634639100006, -73.92868683799992)",DOE_DYCD426,DOE,TASC,212-374-5472,Woodycrest Center for Human Development,133184179,718-992-2178,09X126,CES 126,175,West 166th Street,Bronx,10452,School,225,No,Yes,No,No,Yes,No,No,Full-time,225,yes,yes,yes,TASC - Woodycrest Center for Human Dev.,175 West 166th Street,"Bronx, NY 10452"
1226,"(40.822769109000035, -73.85998614699992)",DOE9,DOE,TASC,212-374-5472,YMCA of Greater New York/Bronx,131624228,212-630-9729,08X131,Albert Einstein JHS,885,Bolton Avenue,Bronx,10473,School,150,No,Yes,No,No,No,Yes,No,Full-time,150,yes,yes,yes,TASC - YMCA of Greater NY/Bronx,885 Bolton Avenue,"Bronx, NY 10473"
1227,"(40.85264075900005, -73.86626990899993)",DOE29,DOE,TASC,212-374-5472,YMCA of Greater New York/Bronx,131624228,718-792-9736,11X105,PS 105,725,Brady Avenue,Bronx,10462,School,150,No,Yes,No,No,Yes,No,No,Full-time,150,yes,yes,yes,TASC - YMCA of Greater NY/Bronx,725 Brady Avenue,"Bronx, NY 10462"
1228,"(40.70737304600004, -73.96209101199992)",DYCD600,DYCD,WIA InSchool Youth,212-227-1000,National Society for Hebrew Day Schools,135564128,212-227-1000, ,Bnos Ahavas Israel Viznitz,2,Lee Avenue,Brooklyn,11211,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - National Society for Hebrew Day Schools,2 Lee Avenue,"Brooklyn, NY 11211"
1229,"(40.62229313900008, -74.07903909899994)",DYCD606,DYCD,WIA InSchool Youth,212-477-6504,Police Athletic League,135596811,212-477-6504,31R014,PS 14,100,Tompkins Avenue,Staten Island,10304,school,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Police Athletic League,100 Tompkins Avenue,"Staten Island, NY 10304"
1230,"(40.674998007000056, -73.77558353099994)",DYCD604,DYCD,WIA InSchool Youth,212-477-6504,Police Athletic League,135596811,212-477-6504, ,Police Athletic League,133-25,Guy R. Brewer Boulevard,Queens,11434,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,Yes,Yes,WIA InSchool Youth - Police Athletic League,133-25 Guy R. Brewer Boulevard,"Queens, NY 11434"
1231,"(40.70242174500004, -73.75628927999992)",DYCD603,DYCD,WIA InSchool Youth,212-477-6504,Police Athletic League,135596811,212-477-6504, ,Foster-Laurie,199-10,112th Avenue,Queens,11412,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,Yes,Yes,WIA InSchool Youth - Police Athletic League,199-10 112th Avenue,"Queens, NY 11412"
1232,"(40.674998007000056, -73.77558353099994)",DYCD609,DYCD,WIA InSchool Youth,718-651-7770,Child Center of NY,111733454,718-651-7770,28Q072,IS 72,133-25,Guy R. Brewer Boulevard,Queens,11434,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,Yes,Yes,WIA InSchool Youth - The Child Center of NY,133-25 Guy R. Brewer Boulevard,"Queens, NY 11434"
1233,"(40.74448210600008, -73.93691516399991)",DOE_DYCD570,DYCD,WIA InSchool Youth,718-482-5346,Research Foundation/ LaGuardia Community College,131988190,718-482-5346,30Q520/30Q530,LaGuardia Comm. College,30-10,Thomson Avenue,Queens,11101,School,125,Yes,Yes,No,No,No,No,Yes,Part-time,125,Yes,Yes,Yes,WIA InSchool Youth - Research Foundation/LaGuardia CC,30-10 Thomson Avenue,"Queens, NY 11101"
1234,"(40.651964873000054, -74.00730265399994)",DYCD614,DYCD,WIA InSchool Youth,516-671-1253,SCO Family of Services,112777066,516-671-1253,15K136,JHS 136,4004,Fourth Avenue,Brooklyn,11232,school,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,yes,No,No,WIA InSchool Youth - SCO Family of Services,4004 Fourth Avenue,"Brooklyn, NY 11232"
1235,"(40.65871231600005, -73.92870108499994)",DYCD618,DYCD,WIA InSchool Youth,718-693-0500,"Sesame Flyers International, Inc.",112692485,718-693-0500,18K232,IS 232,905,Winthrop Street,Brooklyn,11203,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - Sesame Flyers International,905 Winthrop Street,"Brooklyn, NY 11203"
1236,"(40.78630085900005, -73.94758854699995)",DYCD623,DYCD,WIA InSchool Youth,212-828-6018,Union Settlement Association, ,212-828-6018, ,Washington Houses Community Ctr.,1775,3rd Avenue,Manhattan,10029,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Union Settlement Association,1775 3rd Avenue,"Manhattan, NY 10029"
1237,"(40.64191570600008, -74.01938426499993)",DYCD615,DYCD,WIA InSchool Youth,516-671-1253,SCO Family of Services,112777066,516-671-1253,20K314,PS 314,330,59th Street,Brooklyn,11220,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - SCO Family of Services,330 59th Street,"Brooklyn, NY 11220"
1238,"(40.64679007400008, -73.88182490899993)",DOE_DYCD565,DYCD,WIA InSchool Youth,718-642-2857,Italian American Civil Rights League,112352099,718-642-2857,19K346,PS 346,1400,Pennsylvania Avenue,Brooklyn,11239,School,150,Yes,Yes,No,No,No,No,Yes,Part-time,150,Yes,Yes,Yes,WIA InSchool Youth - Italian American Civil Rights League,1400 Pennsylvania Avenue,"Brooklyn, NY 11239"
1239,"(40.59782746800005, -74.07017933799995)",DOE78,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,31R039,PS 39,71,Sand Lane,Staten Island,10305,School,50,no,yes,no,no,yes,no,no,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,71 Sand Lane,"Staten Island, NY 10305"
1240,"(40.81066450800006, -73.95740242099993)",DOE74,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,05M036,PS 36,123,Morningside Drive,Manhattan,10027,School,75,no,yes,no,no,yes,no,no,Part-time,75,yes,yes,yes,Virtual Y - YMCA of Greater NY,123 Morningside Drive,"Manhattan, NY 10027"
1241,"(40.81066450800006, -73.95740242099993)",DOE61,DOE,TASC,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,05M036,PS 36,123,Morningside Drive,Manhattan,10027,School,100,no,yes,no,no,yes,no,no,Part-time,100,yes,yes,yes,Virtual Y - YMCA of Greater NY,123 Morningside Drive,"Manhattan, NY 10027"
1242,"(40.80362936000006, -73.94806338299992)",DOE_DYCD522,DYCD,WIA InSchool Youth,212-534-0700,Harlem Children's Zone,237112974,212-534-0700, ,Employment & Technology Ctr.,170,Lenox Avenue,Manhattan,10026,CBO,50,Yes,Yes,No,No,No,No,Yes,Full-time,50,Yes,Yes,Yes,WIA InSchool Youth - Harlem Children's Zone,170 Lenox Avenue,"Manhattan, NY 10026"
1243,"(40.82854682300007, -73.85715994499992)",DOE65,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,08X119,PS 119,1075,Pugsley Avenue,Bronx,10472,School,75,no,yes,no,no,yes,no,No,Full-time,75,yes,yes,yes,Virtual Y - YMCA of Greater NY,1075 Pugsley Avenue,"Bronx, NY 10472"
1244,"(40.85083472700006, -73.93579246799993)",DOE_DYCD558,DYCD,WIA InSchool Youth,212-923-7766,Children's Arts & Sciences Workshops,132752494,212-923-7766, ,Children's Arts & Sciences Workshops,4271,Broadway,Manhattan,10033,CBO,150,Yes,Yes,No,No,No,No,Yes,Part-time,150,Yes,No,No,WIA InSchool Youth - Children's Arts & Sciences Workshops,4271 Broadway,"Manhattan, NY 10033"
1245,"(40.82741768800008, -73.9191632319999)",DOE_DYCD520,DYCD,WIA InSchool Youth,212-366-8441,Federation Employment & Guidance Services,131624000,212-366-8441,09X505,Bronx School for Law & Government,244,East 163rd Street,Bronx,10451,School,150,Yes,Yes,No,No,No,No,Yes,Part-time,150,Yes,No,No,WIA InSchool Youth - Federation Employment & Guidance Services,244 East 163rd Street,"Bronx, NY 10451"
1246,"(40.660535321000054, -73.83473769299991)",DOE75,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,27Q146,PS 146,98-01,159 Avenue,Queens,11414,School,40,no,yes,no,no,yes,no,no,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,98-01 159 Avenue,"Queens, NY 11414"
1247,"(40.67258544500004, -73.88522730599993)",DOE66,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,19K158,PS 158,400,Ashford Street,Brooklyn,11207,School,40,no,yes,no,no,yes,no,no,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,400 Ashford Street,"Brooklyn, NY 11207"
1248,"(40.70841737300009, -73.9509107749999)",DOE_DYCD552,DYCD,WIA InSchool Youth,718-599-2386,Asociaciones Dominicanas,132806681,718-599-2386, ,Asociaciones Dominicanas,411,South 3rd Street,Brooklyn,11211,CBO,200,Yes,Yes,No,No,No,No,Yes,Part-time,200,Yes,No,No,WIA InSchool Youth - Asociaciones Dominicanas,411 South 3rd Street,"Brooklyn, NY 11211"
1249,"(40.82156497800008, -73.8557666719999)",DOE_DYCD536,DYCD,WIA InSchool Youth,212-886-5602,Episcopal Social Services, ,212-886-5602,08X451,Adlai Stevenson HS,1980,Lafayette Avenue,Bronx,10473,School,125,Yes,Yes,No,No,No,No,Yes,Part-time,125,Yes,No,No,WIA InSchool Youth - Episcopal Social Services,1980 Lafayette Avenue,"Bronx, NY 10473"
1250,"(40.83090873400005, -73.90234275699993)",DOE59,DOE,TASC,212-374-5472,WHEDCO,113099604,718-839-1106,09X002,PS 2,1260,Franklin Avenue,Bronx,10456,school,200,no,Yes,no,no,Yes,no,no,Full-time,200,yes,no,yes,TASC - WHEDCO,1260 Franklin Avenue,"Bronx, NY 10456"
1251,"(40.83253219300008, -73.91876313099993)",DOE_DYCD513,DYCD,WIA InSchool Youth,718-293-0727,Citizens Advice Bureau,133254484,718-365-0910, ,Girls Clubs of New York,1130,Grand Concourse,Bronx,10456,CBO,75,Yes,Yes,No,No,No,No,Yes,Part-time,75,Yes,No,No,WIA InSchool Youth - Citizens Advice Bureau,1130 Grand Concourse,"Bronx, NY 10456"
1252,"(40.81571571100005, -73.8853262049999)",DOE_DYCD537,DYCD,WIA InSchool Youth,212-886-5602,Episcopal Social Services, ,212-886-5602,08X201,M.S. 201,730,Bryant Avenue,Bronx,10474,School,125,Yes,Yes,No,No,No,No,Yes,Part-time,125,Yes,No,No,WIA InSchool Youth - Episcopal Social Services,730 Bryant Avenue,"Bronx, NY 10474"
1253,"(40.720552110000085, -73.74662290599991)",DOE76,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q109,IS 109,213-10,92nd Avenue,Queens,11428,School,100,no,yes,no,no,yes,no,No,Full-time,100,yes,yes,yes,Virtual Y - YMCA of Greater NY,213-10 92nd Avenue,"Queens, NY 11428"
1254,"(40.745253597000044, -73.82909547799994)",DOE_DYCD405,DOE,TASC,212-374-5472,YMCA of Greater New York/Flushing YMCA,131624228,212-630-9729,25Q120,PS 120,58-01,136th Street,Queens,11355,School,240,No,Yes,No,No,Yes,No,No,Full-time,240,yes,yes,yes,TASC - YMCA of Greater NY/Flushing YMCA,58-01 136th Street,"Queens, NY 11355"
1255,"(40.66993417800006, -73.9612363139999)",DYCD576,DYCD,WIA InSchool Youth,212-941-0920,Chinese American Planning Council,136202692,212-941-0920,17K524,International HS @ Prospect Hts.,883,Classon Avenue,Brooklyn,11225,school,0,yes,yes,no,no,no,no,yes,Part-time,0,yes,no,no,WIA InSchool Youth - Chinese American Planning Council,883 Classon Avenue,"Brooklyn, NY 11225"
1256,"(40.860317673000054, -73.8603057389999)",DOE_DYCD538,DYCD,WIA InSchool Youth,212-886-5602,Episcopal Social Services, ,212-886-5602,11X415,Columbus HS,925,Astor Avenue,Bronx,10469,School,125,Yes,Yes,No,No,No,No,Yes,Part-time,125,Yes,No,No,WIA InSchool Youth - Episcopal Social Services,925 Astor Avenue,"Bronx, NY 10469"
1257,"(40.839571995000085, -73.91141294199991)",DOE_DYCD574,DYCD,WIA InSchool Youth,718-588-8200,Mid-Bronx Council Services, ,718-588-8200,10X410,William H. Taft High School,240,East 172 Street,Bronx,10457,School,500,Yes,Yes,No,No,No,No,Yes,Part-time,500,Yes,No,No,WIA InSchool Youth - Mid-Bronx Council Services,240 East 172 Street,"Bronx, NY 10457"
1258,"(40.736563140000044, -73.77796296399993)",DOE62,DOE,TASC,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,26Q026,PS 26,195-02,69th Avenue,Queens,11365,School,75,No,Yes,No,No,Yes,No,No,Full-time,75,yes,yes,yes,TASC - YMCA of Greater NY,195-02 69th Avenue,"Queens, NY 11365"
1259,"(40.67996125800005, -73.94559939399994)",DYCD573,DYCD,WIA InSchool Youth,718-636-6931,Bedford Stuyvesant Restoration Corp., ,718-636-6931, ,Bedford Stuyvesant Restoration Corp.,1368,Fulton Street,Brooklyn,11216,CBE,0,yes,yes,no,no,no,no,yes,Part-time,0,yes,no,no,WIA InSchool Youth - Bedford Stuyvesant Restoration Corp.,1368 Fulton Street,"Brooklyn, NY 11216"
1260,"(40.72988847100004, -74.00726022599991)",DOE73,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,02M003,PS 3,490,Hudson Street,Manhattan,10014,School,40,no,yes,no,no,yes,no,no,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,490 Hudson Street,"Manhattan, NY 10014"
1261,"(40.692996039000036, -73.8690515589999)",DYCD579,DYCD,WIA InSchool Youth,718-647-2800,Cypress Hills Local Development,112683663,718-647-2800,19K420,Franklin K. Lane HS,999,Jamaica Avenue,Brooklyn,11208,school,0,yes,yes,no,no,no,no,yes,Part-time,0,yes,no,no,WIA InSchool Youth - Cypress Hills Local Dev. Corp.,999 Jamaica Avenue,"Brooklyn, NY 11208"
1262,"(40.67552635900006, -73.89652000799992)",DOE_DYCD562,DYCD,WIA InSchool Youth,718-566-2127,East New York Development,112433064,718-566-2127, ,East New York Dev.,2644,Atlantic Avenue,Brooklyn,11207,CBO,200,Yes,Yes,No,No,No,No,Yes,Part-time,200,Yes,Yes,Yes,WIA InSchool Youth - East NY Dev.,2644 Atlantic Avenue,"Brooklyn, NY 11207"
1263,"(40.68186136300005, -73.75305686699994)",DOE77,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q059,IS 59,132-55,Ridgedale Street,Queens,11413,School,150,no,yes,no,no,yes,no,no,Full-time,150,yes,yes,yes,Virtual Y - YMCA of Greater NY,132-55 Ridgedale Street,"Queens, NY 11413"
1264,"(40.69316805200003, -73.92113652099994)",DOE67,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,32K075,PS 75,95,Grove Street,Brooklyn,11221,School,40,no,yes,no,no,yes,no,no,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,95 Grove Street,"Brooklyn, NY 11221"
1265,"(40.86789476900009, -73.92401940199994)",DOE_DYCD559,DYCD,WIA InSchool Youth,212-923-7766,Children's Arts & Sciences Workshops,132752494,212-923-7766, ,Children's Arts & Sciences Workshops,686,West 204th Street,Manhattan,10034,CBO,150,Yes,Yes,No,No,No,No,Yes,Part-time,150,Yes,No,No,WIA InSchool Youth - Children's Arts & Sciences Workshops,686 West 204th Street,"Manhattan, NY 10034"
1266,"(40.69171386600004, -73.98130329599991)",DYCD574,DYCD,WIA InSchool Youth,718-636-6931,Bedford Stuyvesant Restoration Corp., ,718-636-6931, ,Long Island University,1,University Plaza,Brooklyn,11201,CBO,0,yes,yes,no,no,no,no,yes,Part-time,0,yes,no,no,WIA InSchool Youth - Bedford Stuyvesant Restoration Corp.,1 University Plaza,"Brooklyn, NY 11201"
1267,"(40.79671956000004, -73.94792596399992)",DYCD708,DYCD,OST,800-246-4646,"Northside Center For Child Development, Inc.", ,(212) 426-3400, ,Northside Center for Child Development,35,East 110th St,Manhattan,10029,Center,55,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,55,Yes,Yes,Yes,OST - Northside Ctr. for Child Dev.,35 East 110th St,"Manhattan, NY 10029"
1268,"(40.88482144200009, -73.84390158199994)",DYCD709,DYCD,OST,800-246-4646,Phipps Community Development,132707665,(718) 654-6377,11X112,Phipps PS 112,1925,Schieffelin Ave,Bronx,10466,School,160,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,160,yes,yes,yes,OST - Phipps Comm. Dev.,1925 Schieffelin Ave,"Bronx, NY 10466"
1269,"(40.82153920300004, -73.91948207899992)",DYCD710,DYCD,OST,800-246-4646,Phipps Community Development,132707665,(718) 320-1900, ,Melrose Community Center,286,East 156 St.,Bronx,10451,NYCHA,125,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,125,Yes,Yes,Yes,OST - Phipps Comm. Dev.,286 East 156th Street,"Bronx, NY 10451"
1270,"(40.611284338000075, -74.0833464669999)",DYCD711,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,718-720-8708,31R057,Hubert Humphrey ES,140,Palma Drive,Staten Island,10304,school,100,no,yes,unknown,unknown,no,no,yes,Part-time,100,yes,yes,yes,OST - Police Athletic League,140 Palma Drive,"Staten Island, NY 10304"
1271,"(40.84229088400008, -73.94166959099994)",DYCD712,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,(212) 927-0306, ,PAL Armory Washington Heights,216,Fort Washington Avenue,Manhattan,10032,Center,20,no,yes,unknown,unknown,No,No,Yes,Part-time,20,no,no,no,OST - Police Athletic League,216 Fort Washington Avenue,"Manhattan, NY 10032"
1272,"(40.66988519800009, -73.87435731099993)",DYCD713,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,(718) 277-1928,19K218,JHS 218 JAMES P SINNOTT (K218),370,FOUNTAIN AVENUE,Brooklyn,11208,School,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Police Athletic League,370 Fountain Avenue,"Brooklyn, NY 11208"
1273,"(40.608297281000034, -74.10203648099991)",DYCD714,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,(718) 390-0876,31R080,The Michael J. Petrides School (R080),715,Ocean Terrace,Staten Island,10301,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,yes,yes,yes,OST - Police Athletic League,715 Ocean Terrace,"Staten Island, NY 10301"
1274,"(40.82667281400006, -73.81794285099994)",DYCD715,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,(718) 239-4080,08x192,IS 192 PIAGENTINI-JONES (X192),650,HOLLYWOOD AVENUE,Bronx,10465,School,125,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,125,Yes,Yes,Yes,OST - Police Athletic League,650 Hollywood Avenue,"Bronx, NY 10465"
1275,"(40.81722955100008, -73.89702323199992)",DYCD716,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,(718) 991-2447, ,PAL New South Bronx Center,991,Longwood Ave,Bronx,10459,Center,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - Police Athletic League,991 Longwood Avenue,"Bronx, NY 10459"
1276,"(40.855629485000065, -73.89647031099992)",DYCD717,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,718-733-6748, ,PAL Webster Center,2255,Webster Avenue,Bronx,10457,center,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Police Athletic League,2255 Webster Avenue,"Bronx, NY 10457"
1277,"(40.77000058500005, -73.82834069099994)",DYCD718,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,(718) 353-8457,25Q214,PS 214 CADWALLADER COLDEN (Q214),31-15,140 STREET,Queens,11354,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - Police Athletic League,31-15 140th Street,"Queens, NY 11354"
1278,"(40.70943614400005, -73.80363919299992)",DYCD719,DYCD,OST,800-246-4646,Queens Community House,112375583,(718) 206-0517,28Q086,PS 086 QUEENS (Q086),87-41,PARSONS BOULEVARD,Queens,11432,School,110,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,110,Yes,Yes,Yes,OST - Queens Community House,87-41 Parsons Boulevard,"Queens, NY 11432"
1279,"(40.870268173000056, -73.89709440699994)",DYCD589,DYCD,WIA InSchool Youth,800-622-5577,Henkels & McCoy,231535602,800-622-5577,10X430,Walton HS,2780,Reservoir Avenue,Bronx,10468,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - Henkels & McCoy,2780 Reservoir Avenue,"Bronx, NY 10468"
1280,"(40.832785915000045, -73.92031054499995)",DYCD595,DYCD,WIA InSchool Youth,718-588-8200,Mid-Bronx Council Services, ,718-588-8200, ,Family Preservation Center,1125,Grand Concourse,Bronx,10452,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Mid-Bronx Council Services,1125 Grand Concourse,"Bronx, NY 10456"
1281,"(40.69917359600004, -73.90206618399992)",DYCD584,DYCD,WIA InSchool Youth,718-456-5437 x232,Greater Ridgewood Youth Council,112518141,718-456-5437 x232,24Q077,IS 77,976,Seneca Avenue,Queens,11385,school,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Greater Ridgewood Youth Council,976 Seneca Avenue,"Queens, NY 11385"
1282,"(40.860317673000054, -73.8603057389999)",DYCD588,DYCD,WIA InSchool Youth,800-622-5577,Henkels & McCoy,231535602,800-622-5577,11X415,Columbus HS,925,Astor Avenue,Bronx,10469,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Henkels & McCoy,925 Astor Avenue,"Bronx, NY 10469"
